MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
70,RL,4.110873864173311,8.881975184248867,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,PConc,Gd,Gd,No,ALQ,350,BLQ,5.351858133476067,0,560,GasA,Ex,Y,SBrkr,575,560,0.0,1135,1,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,0,NA,Detchd,1971.0,RFn,2,576,TA,TA,Y,256,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,4,2009,WD,Normal,155000
20,RL,4.110873864173311,9.021839764105513,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,553,BLQ,5.7430031878094825,0,864,GasA,Gd,Y,SBrkr,864,0,0.0,864,0,0.0,1,0,3,0.6931471805599453,TA,5,Typ,1,Po,Detchd,1965.0,Unf,1,360,TA,TA,Y,0,0.0,5.4680601411351315,0.0,0.0,0.0,NA,GdWo,NA,0.0,12,2009,WD,Normal,62383
70,RL,4.31748811353631,9.391744841707654,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,7,1934,1995,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,326,Unf,0.0,389,715,GasA,Fa,Y,FuseA,849,811,0.0,1660,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2008,WD,Normal,188700
20,RL,4.110873864173311,9.039670667922676,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.919980925828125,TA,TA,CBlock,Gd,TA,No,Rec,616,Unf,0.0,424,1040,GasA,TA,Y,SBrkr,1040,0,0.0,1040,0,0.0,2,0,3,0.6931471805599453,TA,5,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2009,WD,Normal,124000
120,RM,4.248495242049359,8.030409562130485,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,2.9444389791664403,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,1375,1375,GasA,Ex,Y,SBrkr,1414,0,0.0,1414,0,0.0,2,0,2,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,2004.0,Fin,2,398,TA,TA,Y,144,3.044522437723423,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2006,WD,Normal,178740
20,RL,4.454347296253507,9.271341393533582,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,None,0.0,TA,Gd,CBlock,TA,Gd,Gd,GLQ,778,Unf,0.0,499,1277,GasA,TA,Y,SBrkr,1277,0,0.0,1277,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,Po,Attchd,1970.0,Unf,2,526,TA,TA,Y,0,0.0,0.0,0.0,5.176149732573829,0.0,NA,GdWo,NA,0.0,4,2007,WD,Normal,167000
70,RL,4.382026634673881,9.15704507491796,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,5,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,Stone,5.41610040220442,TA,TA,CBlock,TA,TA,No,LwQ,386,Unf,0.0,342,728,GasA,Ex,Y,SBrkr,888,756,0.0,1644,0,0.0,1,1,3,0.6931471805599453,Gd,7,Typ,2,Gd,Attchd,1942.0,Unf,1,312,TA,TA,Y,168,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2007,WD,Normal,146500
20,RL,4.59511985013459,9.343909263897597,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,5.517452896464707,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,1626,1626,GasA,Ex,Y,SBrkr,1634,0,0.0,1634,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,866,TA,TA,Y,0,3.8066624897703196,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2007,WD,Normal,250000
60,RL,4.343805421853684,9.1369090938903,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.795790545596741,Gd,TA,PConc,Gd,TA,No,GLQ,426,Unf,0.0,406,832,GasA,Ex,Y,SBrkr,832,878,0.0,1710,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,1993.0,RFn,2,506,TA,TA,Y,144,4.2626798770413155,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,187000
120,RL,4.248495242049359,8.82776136765472,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,368,BLQ,7.02197642307216,0,1488,GasA,TA,Y,SBrkr,1502,0,0.0,1502,1,0.0,1,1,1,0.6931471805599453,Gd,4,Typ,0,NA,Attchd,1985.0,RFn,2,528,TA,TA,Y,0,4.007333185232471,0.0,0.0,4.948759890378168,0.0,NA,NA,NA,0.0,6,2010,WD,Normal,212000
60,RL,4.532599493153256,9.38873757187798,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,6,1977,1977,Mansard,WdShake,WdShing,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0.0,808,808,GasA,TA,Y,SBrkr,1161,808,0.0,1969,0,0.0,2,1,3,0.6931471805599453,TA,8,Typ,1,Gd,Attchd,1977.0,RFn,2,534,TA,TA,Y,0,0.0,0.0,0.0,5.6240175061873385,0.0,NA,NA,NA,0.0,11,2007,WD,Normal,190000
180,RM,3.58351893845611,8.209580483475577,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.394449154672439,TA,TA,PConc,Gd,TA,Gd,GLQ,459,Unf,0.0,88,547,GasA,Ex,Y,SBrkr,1072,0,0.0,1072,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,NA,Basment,2005.0,RFn,2,525,TA,TA,Y,0,3.367295829986474,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,148000
20,RL,4.709530201312334,9.614337736809313,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.720311776607412,Gd,TA,PConc,Ex,TA,Gd,GLQ,1350,Unf,0.0,626,1976,GasA,Ex,Y,SBrkr,1976,0,0.0,1976,1,0.0,2,0,2,0.6931471805599453,Gd,7,Typ,1,Ex,Attchd,2006.0,RFn,3,908,TA,TA,Y,250,4.1588830833596715,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,7,2007,New,Partial,440000
120,RL,3.7376696182833684,8.581294116822761,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1196,Unf,0.0,298,1494,GasA,Ex,Y,SBrkr,1652,0,0.0,1652,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,0,NA,Attchd,2000.0,RFn,2,499,TA,TA,Y,96,3.8918202981106265,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2007,WD,Normal,251000
20,RL,4.394449154672439,9.0455836463617,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,630,Unf,0.0,340,970,GasA,TA,Y,SBrkr,970,0,0.0,970,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,NA,Detchd,1996.0,Unf,2,624,TA,TA,Y,0,3.2188758248682006,0.0,0.0,5.262690188904886,0.0,NA,NA,NA,0.0,7,2007,WD,Normal,132500
20,RL,4.330733340286331,9.482350275033667,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.375278407684165,TA,TA,PConc,Gd,TA,Gd,GLQ,994,Unf,0.0,484,1478,GasA,Ex,Y,SBrkr,1493,0,0.0,1493,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,TA,Attchd,1997.0,Fin,2,508,TA,TA,Y,140,3.6888794541139363,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,4,2008,WD,Normal,208900
60,RL,4.663439094112067,9.524713059681009,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.650279048587422,Ex,TA,PConc,Gd,TA,Av,Unf,0,Unf,0.0,2153,2153,GasA,Ex,Y,SBrkr,2069,574,0.0,2643,0,0.0,2,1,3,0.6931471805599453,Ex,9,Typ,1,Gd,BuiltIn,2006.0,Fin,3,694,TA,TA,Y,414,4.442651256490317,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2007,WD,Normal,380000
20,RL,4.382026634673881,9.272187775302262,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,5.820082930352362,Gd,TA,PConc,Ex,TA,Gd,GLQ,1288,Unf,0.0,417,1705,GasA,Ex,Y,SBrkr,1718,0,0.0,1718,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,826,TA,TA,Y,208,3.8066624897703196,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,9,2009,WD,Normal,297000
30,RM,3.9318256327243257,8.68710472813351,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1937,2000,Hip,CompShg,Stucco,Stucco,BrkCmn,6.077642243349034,TA,TA,BrkTil,Fa,TA,No,Rec,168,Unf,0.0,739,907,GasA,TA,Y,SBrkr,1131,0,0.0,1131,0,0.0,1,0,2,0.6931471805599453,TA,7,Typ,0,NA,Detchd,1995.0,Unf,2,672,TA,TA,Y,0,4.290459441148391,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,3,2007,WD,Alloca,89471
20,RL,4.59511985013459,9.682466746602897,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.937536205082426,Gd,TA,PConc,Ex,TA,Gd,GLQ,1261,Unf,0.0,572,1833,GasA,Ex,Y,SBrkr,1850,0,0.0,1850,1,0.0,2,0,3,0.6931471805599453,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,3,772,TA,TA,Y,519,4.727387818712341,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2006,WD,Normal,326000
20,RL,4.290459441148391,9.37982994995476,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.333279628139691,Gd,TA,PConc,Ex,TA,Gd,GLQ,1567,Unf,0.0,225,1792,GasA,Ex,Y,SBrkr,1792,0,0.0,1792,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,1,Gd,Attchd,2003.0,Fin,3,874,TA,TA,Y,206,3.912023005428146,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,8,2006,WD,Normal,374000
70,RM,3.9318256327243257,7.824445930877619,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1915,2005,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,PConc,TA,TA,No,ALQ,299,Unf,0.0,611,910,GasA,Ex,Y,SBrkr,916,910,0.0,1826,1,0.0,1,1,4,0.6931471805599453,Ex,7,Min2,1,Gd,Attchd,1915.0,Unf,1,164,Fa,Fa,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD,Normal,155000
120,RM,3.4965075614664802,8.412054873292933,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,4.762173934797756,TA,TA,PConc,Ex,TA,No,GLQ,897,Unf,0.0,319,1216,GasA,Ex,Y,SBrkr,1216,0,0.0,1216,1,0.0,2,0,2,0.6931471805599453,TA,5,Typ,0,NA,Attchd,1998.0,Unf,2,402,TA,TA,Y,0,4.836281906951478,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2006,WD,Normal,164000
20,RL,4.248495242049359,8.95660873889395,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1962,2001,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,588,Unf,0.0,411,999,GasA,Gd,Y,SBrkr,999,0,0.0,999,1,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,0,NA,Detchd,1963.0,Unf,1,264,TA,TA,Y,0,4.890349128221754,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,3,2007,WD,Normal,132500
20,RL,4.394449154672439,9.169622538697624,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,0.0,506,1113,GasA,Gd,Y,SBrkr,1113,0,0.0,1113,0,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,1,Gd,Attchd,1950.0,Unf,1,264,TA,TA,Y,0,4.394449154672439,4.795790545596741,0.0,0.0,0.0,NA,NA,NA,0.0,7,2009,WD,Normal,147000
20,RL,4.382026634673881,9.238927828828094,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.1298987149230735,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,0.0,237,1073,GasA,TA,Y,SBrkr,1073,0,0.0,1073,1,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,NA,Attchd,1965.0,RFn,2,515,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2007,WD,Normal,156000
20,RL,4.2626798770413155,9.412791300065303,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,0.0,486,1484,GasA,Gd,Y,SBrkr,1484,0,0.0,1484,0,0.0,2,0,3,0.6931471805599453,TA,7,Typ,1,TA,Attchd,1971.0,Unf,2,487,TA,TA,Y,224,0.0,0.0,0.0,5.198497031265826,0.0,NA,NA,NA,0.0,2,2007,WD,Normal,175000
190,RL,4.110873864173311,9.287394001418473,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,0.0,290,954,GasA,TA,N,FuseA,1766,648,0.0,2414,0,0.0,2,0,3,1.0986122886681098,TA,10,Mod,1,Gd,Attchd,1970.0,Unf,2,520,TA,Fa,N,142,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2006,ConLD,Normal,160000
180,RM,3.091042453358316,7.3310603052186325,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,0.0,115,630,GasA,TA,Y,SBrkr,630,0,0.0,630,1,0.0,1,0,1,0.6931471805599453,Gd,3,Typ,0,NA,Attchd,1970.0,Unf,1,286,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2009,WD,Normal,86000
160,RM,4.248495242049359,7.888334500738654,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0.0,264,264,GasA,TA,Y,SBrkr,616,688,0.0,1304,0,0.0,1,1,3,0.6931471805599453,TA,4,Typ,1,Gd,BuiltIn,1976.0,Fin,1,336,TA,TA,Y,141,3.2188758248682006,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,115000
50,RL,4.382026634673881,9.158099260130491,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,5.111987788356544,238,806,GasA,TA,Y,FuseA,958,620,0.0,1578,1,0.0,1,0,3,0.6931471805599453,Fa,5,Typ,2,TA,Attchd,1941.0,Unf,1,240,TA,TA,Y,0,0.0,3.4965075614664802,0.0,0.0,0.0,NA,MnPrv,NA,0.0,8,2006,WD,Normal,133000
60,RL,4.663439094112067,9.653679132512428,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0.0,728,728,GasA,Gd,Y,SBrkr,728,728,0.0,1456,0,0.0,2,1,3,0.6931471805599453,TA,8,Typ,0,NA,Attchd,2006.0,RFn,2,429,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2006,New,Partial,172785
20,RL,4.2626798770413155,8.978660489639687,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,6.278521424165844,363,1269,GasA,TA,Y,FuseA,1269,0,0.0,1269,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,1,Fa,Detchd,1964.0,Unf,1,308,TA,TA,Y,0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2008,WD,Normal,155000
30,RM,3.9318256327243257,8.663023639627777,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,0.0,190,190,GasA,Gd,Y,FuseA,886,0,0.0,886,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,NA,Attchd,1938.0,Unf,1,273,TA,TA,Y,144,3.044522437723423,4.394449154672439,0.0,0.0,0.0,NA,NA,NA,0.0,12,2009,WD,Normal,91300
30,C (all),4.110873864173311,8.972083182851925,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,0.0,225,720,GasA,TA,N,FuseA,720,0,0.0,720,0,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,NA,NA,0.0,NA,0,0,NA,NA,N,0,6.261491684321042,4.7535901911063645,0.0,0.0,0.0,NA,GdWo,NA,0.0,11,2009,WD,Abnorml,34900
20,RL,4.248495242049359,9.448805939388178,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,0.0,1969,3200,GasA,Ex,Y,SBrkr,3228,0,0.0,3228,1,0.0,3,0,4,0.6931471805599453,Gd,10,Typ,1,Gd,Attchd,1992.0,RFn,2,546,TA,TA,Y,264,4.330733340286331,5.676753802268282,0.0,0.0,0.0,NA,NA,NA,0.0,5,2007,WD,Normal,430000
50,RL,4.110873864173311,9.118334726180159,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,0.0,697,1026,GasA,Ex,Y,SBrkr,1133,687,0.0,1820,1,0.0,2,0,4,0.6931471805599453,TA,8,Typ,0,NA,Detchd,1925.0,Unf,1,240,TA,TA,N,0,4.61512051684126,0.0,0.0,0.0,0.0,NA,GdPrv,NA,0.0,6,2008,WD,Normal,184000
20,RL,4.189654742026425,8.962007209588313,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,4.499809670330265,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,0.0,414,864,GasA,Ex,Y,SBrkr,899,0,0.0,899,0,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,0,NA,Attchd,1967.0,Fin,1,288,TA,TA,Y,64,0.0,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,6,2009,WD,Normal,130000
20,RL,4.2626798770413155,8.927446816256198,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,5.634789603169249,522,912,GasA,Fa,Y,SBrkr,912,0,0.0,912,0,0.6931471805599453,1,0,2,0.6931471805599453,TA,5,Typ,0,NA,Attchd,1958.0,Fin,1,297,TA,TA,Y,12,5.655991810819852,0.0,0.0,0.0,0.0,NA,MnWw,Shed,6.175867270105761,6,2007,WD,Normal,120000
160,RM,3.091042453358316,7.544861068658458,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,5.655991810819852,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,0.0,316,672,GasA,TA,Y,SBrkr,672,546,0.0,1218,0,0.0,1,1,3,0.6931471805599453,TA,7,Typ,0,NA,Detchd,1973.0,Unf,1,264,TA,TA,Y,144,3.367295829986474,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5,2007,WD,Normal,113000
60,FV,4.330733340286331,9.190545744648004,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,0.0,466,866,GasA,Gd,Y,SBrkr,866,902,0.0,1768,0,0.0,2,1,3,0.6931471805599453,Gd,7,Typ,0,NA,Attchd,2005.0,RFn,2,603,TA,TA,Y,0,4.6913478822291435,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,2,2008,WD,Normal,226700
20,RL,4.2626798770413155,9.123801610558944,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,4.574710978503383,420,1214,GasA,Ex,Y,SBrkr,1214,0,0.0,1214,1,0.0,1,0,2,0.6931471805599453,TA,6,Typ,0,NA,Detchd,1965.0,Unf,2,461,Fa,Fa,Y,0,0.0,5.220355825078324,0.0,0.0,0.0,NA,GdPrv,Shed,5.993961427306569,4,2007,WD,Normal,140000
20,RL,4.61512051684126,9.655218482441182,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,0.0,254,1501,GasA,TA,Y,SBrkr,1801,0,0.0,1801,1,0.0,2,0,1,0.6931471805599453,TA,6,Typ,2,TA,Attchd,1959.0,Fin,2,484,TA,TA,Y,0,4.007333185232471,0.0,0.0,5.087596335232384,0.0,NA,GdWo,NA,0.0,3,2010,WD,Normal,289000
160,RL,3.2188758248682006,7.744569809354496,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,6.206575926724928,103,855,GasA,TA,Y,SBrkr,855,467,0.0,1322,0,0.6931471805599453,2,1,3,0.6931471805599453,TA,6,Typ,1,Fa,Attchd,1974.0,Unf,2,440,TA,TA,Y,260,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,6,2009,WD,Normal,147000
